Price,Close,High,Low,Open,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2019-03-01,177.11111450195312,180.74567119671303,174.2132928800059,175.49028834841715,20539919
2019-03-05,190.617919921875,194.84187057631104,178.19164631069788,180.54920748450346,58138551
2019-03-06,185.4607696533203,191.94402898585483,184.4293376036929,191.94402898585483,22468702
2019-03-07,185.95193481445312,190.02852954281371,184.47846467327508,188.01478401875437,27051501
2019-03-08,177.9951934814453,184.62580924433047,176.81642034360402,184.47846822294295,28012914
2019-03-11,178.6337127685547,181.33507484513274,177.84785898485822,178.7810537953478,25669662
2019-03-12,181.53152465820312,182.7102977750985,180.30363287208016,181.13859029329572,18657724
2019-03-13,178.48634338378906,181.62974329421243,177.20933295454776,181.1877052580286,9769821
2019-03-14,176.3743896484375,179.2230927661377,174.50798502915606,178.28989795095413,15737080
2019-03-15,176.81640625,178.19163896971278,174.45886016223167,177.0128659258286,17490993
2019-03-18,179.02662658691406,181.43329154599243,176.32526459451893,177.798734772189,14690339
2019-03-19,179.61602783203125,181.23683909667972,177.55316350528378,178.78105536908242,10318028
2019-03-20,177.01287841796875,180.2053970894515,176.4234993488893,179.76335904041352,7543753
2019-03-22,172.2977752685547,178.78105011442352,171.8066185374711,178.73193144353237,11505994
2019-03-25,168.27029418945312,170.7260777736865,167.53355911418313,170.6278404347518,11864723
2019-03-26,170.0384521484375,170.52960883865376,168.5649820777887,168.8596641007883,7820112
2019-03-27,166.845947265625,171.9048555917598,166.15831585212686,170.92254213123547,10047628
2019-03-28,167.53355407714844,168.36851147733603,164.5866138646706,166.01096530291895,13203927
2019-04-01,184.0364227294922,186.39396890986197,173.2309752564567,173.2309752564567,46389181
2019-04-02,199.36050415039062,200.78485560131384,182.02267840826062,184.7240402937372,100834335
2019-04-03,197.78880310058594,205.25437572133407,195.6768203611456,201.3742409065274,81779620
2019-04-04,202.50390625,203.2406413175924,197.49411678371965,198.27997052026754,41268908
2019-04-05,201.52159118652344,205.79466053934968,198.72200694580386,204.32119041615624,32057373
2019-04-08,197.00296020507812,203.73179816695313,195.28391171286788,202.35656536875027,23877595
2019-04-09,202.25831604003906,203.92826075317254,194.64538745443474,196.46267317688591,29611268
2019-04-10,212.22882080078125,213.5549349457532,201.96364839453094,202.35656777328256,69349488
2019-04-11,214.3407745361328,215.32308790704903,209.52744501420844,212.7690821360144,41859862
2019-04-12,212.1305694580078,215.12662823717562,211.1973747533916,215.07750957084582,21788548
2019-04-15,227.65113830566406,229.1246084565098,213.30935617520032,213.30935617520032,57283251
2019-04-16,226.42323303222656,229.95956717927106,221.65900716591835,229.66487016886524,41653657
2019-04-18,232.07156372070312,235.06762288503901,226.52149845691665,227.79849401218473,42451178
2019-04-22,230.69630432128906,235.11671455107725,227.60200816708968,230.84364533338356,30282217
2019-04-23,227.5529022216797,231.6786306579322,226.17766940220457,230.8436582389493,18975358
2019-04-24,219.64527893066406,228.82990008911952,213.75139861934656,227.55288969055152,50317411
2019-04-25,217.92623901367188,221.90459638798333,216.354531540401,219.44881282906843,27132908
